anchor,hyponym,class,stimulus
clothing,lemon,non_taxonomic_low_sim,"Given that lemons are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bomb,non_taxonomic_low_sim,"Given that bombs are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,purse,non_taxonomic_high_sim,"Given that purses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cufflink,non_taxonomic_high_sim,"Given that cufflinks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bassoon,non_taxonomic_low_sim,"Given that bassoons are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,zucchini,non_taxonomic_high_sim,"Given that zucchinis are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,green beans,non_taxonomic_low_sim,"Given that green beans are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,nut,non_taxonomic_low_sim,"Given that nuts are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,envelope,non_taxonomic_high_sim,"Given that envelopes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,turkey,non_taxonomic_high_sim,"Given that turkeys are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,test tube,non_taxonomic_low_sim,"Given that test tubes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,rocket,non_taxonomic_low_sim,"Given that rockets are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bee,non_taxonomic_low_sim,"Given that bees are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,patch,non_taxonomic_high_sim,"Given that patches are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cocktail,non_taxonomic_low_sim,"Given that cocktails are daxable, is it true that clothings are daxable? Answer with Yes/No:"
breakfast,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,rabbit,non_taxonomic_high_sim,"Given that rabbits are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,duckling,non_taxonomic_low_sim,"Given that ducklings are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,goose,non_taxonomic_high_sim,"Given that geese are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,bull,non_taxonomic_low_sim,"Given that bulls are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,turkey,non_taxonomic_high_sim,"Given that turkeys are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,noodle,non_taxonomic_high_sim,"Given that noodles are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,stool,non_taxonomic_low_sim,"Given that stools are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,mussel,non_taxonomic_high_sim,"Given that mussels are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,mirror,non_taxonomic_low_sim,"Given that mirrors are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,jacket,non_taxonomic_low_sim,"Given that jackets are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,lasagna,non_taxonomic_high_sim,"Given that lasagna is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,crayfish,non_taxonomic_high_sim,"Given that crayfish are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,stiletto,non_taxonomic_low_sim,"Given that stilettoes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,hook,non_taxonomic_low_sim,"Given that hooks are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,spaghetti,non_taxonomic_high_sim,"Given that spaghetti is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,macaroni,non_taxonomic_high_sim,"Given that macaroni is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,fruitcake,non_taxonomic_high_sim,"Given that fruitcakes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,rearview mirror,non_taxonomic_low_sim,"Given that rearview mirrors are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,rocket,non_taxonomic_low_sim,"Given that rockets are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,chair,non_taxonomic_low_sim,"Given that chairs are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,cantaloupe,non_taxonomic_high_sim,"Given that cantaloupes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,cheesecake,non_taxonomic_high_sim,"Given that cheesecakes are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,marker,non_taxonomic_low_sim,"Given that markers are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,zucchini,non_taxonomic_high_sim,"Given that zucchinis are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,trident,non_taxonomic_low_sim,"Given that tridents are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,scallop,non_taxonomic_high_sim,"Given that scallops are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,chickpea,non_taxonomic_high_sim,"Given that a chickpea is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,cinnamon,non_taxonomic_high_sim,"Given that cinnamon is daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,clam,non_taxonomic_high_sim,"Given that clams are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,calf,non_taxonomic_low_sim,"Given that calves are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
breakfast,pickle,non_taxonomic_high_sim,"Given that pickles are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
headwear,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,tube top,non_taxonomic_high_sim,"Given that tube tops are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,lemon,non_taxonomic_low_sim,"Given that lemons are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,dustpan,non_taxonomic_high_sim,"Given that dustpans are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,latch,non_taxonomic_high_sim,"Given that latches are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,chain,non_taxonomic_high_sim,"Given that chains are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,banana,non_taxonomic_low_sim,"Given that bananas are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,strawberry,non_taxonomic_low_sim,"Given that strawberries are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,maple syrup,non_taxonomic_low_sim,"Given that maple syrups are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,toga,non_taxonomic_high_sim,"Given that togas are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,backscratcher,non_taxonomic_high_sim,"Given that backscratchers are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,visor,non_taxonomic_high_sim,"Given that visors are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,bull,non_taxonomic_low_sim,"Given that bulls are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,loincloth,non_taxonomic_high_sim,"Given that loincloths are daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,muff,non_taxonomic_high_sim,"Given that a muff is daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,honey,non_taxonomic_low_sim,"Given that honey is daxable, is it true that headwears are daxable? Answer with Yes/No:"
headwear,envelope,non_taxonomic_high_sim,"Given that envelopes are daxable, is it true that headwears are daxable? Answer with Yes/No:"
medical equipment,highlighter,non_taxonomic_high_sim,"Given that highlighters are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,broom,non_taxonomic_high_sim,"Given that brooms are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,triangle,non_taxonomic_high_sim,"Given that triangles are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,tube top,non_taxonomic_high_sim,"Given that tube tops are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,margarita,non_taxonomic_low_sim,"Given that a margarita is daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,honey,non_taxonomic_low_sim,"Given that honey is daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,envelope,non_taxonomic_high_sim,"Given that envelopes are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,dynamite,non_taxonomic_low_sim,"Given that dynamites are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,whisk,non_taxonomic_high_sim,"Given that whisks are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,latch,non_taxonomic_high_sim,"Given that latches are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,rooster,non_taxonomic_low_sim,"Given that roosters are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,dustpan,non_taxonomic_high_sim,"Given that dustpans are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
medical equipment,lemon,non_taxonomic_low_sim,"Given that lemons are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
