hyponym,hypernym,prefix,stimulus,hypernymy
license plate,garden tool,license plates are a type of,garden tool,False
coop,garden tool,coops are a type of,garden tool,False
hawk,garden tool,hawks are a type of,garden tool,False
potpourri,garden tool,potpourris are a type of,garden tool,False
coffee bean,garden tool,coffee beans are a type of,garden tool,False
muff,garden tool,muffs are a type of,garden tool,False
gauze,garden tool,gauzes are a type of,garden tool,False
marshmallow,garden tool,marshmallows are a type of,garden tool,False
tent,garden tool,tents are a type of,garden tool,False
pinwheel,garden tool,pinwheels are a type of,garden tool,False
flip-flop,garden tool,flip-flops are a type of,garden tool,False
fox,garden tool,foxes are a type of,garden tool,False
dreidel,garden tool,dreidels are a type of,garden tool,False
buffet,garden tool,buffets are a type of,garden tool,False
pony,garden tool,ponies are a type of,garden tool,False
cracker,garden tool,crackers are a type of,garden tool,False
chopsticks,garden tool,chopsticks are a type of,garden tool,False
guitar,garden tool,guitars are a type of,garden tool,False
seaplane,garden tool,seaplanes are a type of,garden tool,False
bench,garden tool,benches are a type of,garden tool,False
vest,garden tool,vests are a type of,garden tool,False
jigsaw puzzle,garden tool,jigsaw puzzles are a type of,garden tool,False
snowmobile,garden tool,snowmobiles are a type of,garden tool,False
hot-air balloon,garden tool,hot-air balloons are a type of,garden tool,False
swimsuit,garden tool,swimsuits are a type of,garden tool,False
t-shirt,garden tool,t-shirts are a type of,garden tool,False
manatee,garden tool,manatees are a type of,garden tool,False
turban,garden tool,turbans are a type of,garden tool,False
metal detector,garden tool,metal detectors are a type of,garden tool,False
lanyard,garden tool,lanyards are a type of,garden tool,False
bread,garden tool,bread is a type of,garden tool,False
whip,garden tool,whips are a type of,garden tool,False
teddy bear,garden tool,teddy bears are a type of,garden tool,False
caramel,garden tool,caramels are a type of,garden tool,False
chalk,garden tool,chalks are a type of,garden tool,False
handle,garden tool,handles are a type of,garden tool,False
workbench,garden tool,workbenches are a type of,garden tool,False
kite,garden tool,kites are a type of,garden tool,False
pheasant,garden tool,pheasants are a type of,garden tool,False
pants,garden tool,pants are a type of,garden tool,False
omelet,garden tool,omelets are a type of,garden tool,False
whale,garden tool,whales are a type of,garden tool,False
juice,garden tool,juices are a type of,garden tool,False
ice cream,garden tool,ice creams are a type of,garden tool,False
tube top,garden tool,tube tops are a type of,garden tool,False
shorts,garden tool,shorts are a type of,garden tool,False
bun,garden tool,buns are a type of,garden tool,False
carriage,garden tool,carriages are a type of,garden tool,False
glass,garden tool,glasses are a type of,garden tool,False
cable,garden tool,cables are a type of,garden tool,False
ottoman,garden tool,an ottoman is a type of,garden tool,False
oilcan,garden tool,oilcans are a type of,garden tool,False
thermos,garden tool,thermoses are a type of,garden tool,False
wine,garden tool,wines are a type of,garden tool,False
yolk,garden tool,egg yolks are a type of,garden tool,False
cornucopia,garden tool,cornucopias are a type of,garden tool,False
nail,garden tool,nails are a type of,garden tool,False
elephant,garden tool,elephants are a type of,garden tool,False
stethoscope,garden tool,stethoscopes are a type of,garden tool,False
place mat,garden tool,place mats are a type of,garden tool,False
rocking horse,garden tool,rocking horses are a type of,garden tool,False
hovercraft,garden tool,hovercrafts are a type of,garden tool,False
wire cutters,garden tool,wire cutters are a type of,garden tool,False
shuffleboard,garden tool,shuffleboards are a type of,garden tool,False
popcorn,garden tool,popcorn is a type of,garden tool,False
ring,garden tool,rings are a type of,garden tool,False
candy bar,garden tool,candy bars are a type of,garden tool,False
alligator,garden tool,alligators are a type of,garden tool,False
fast food,garden tool,fast foods are a type of,garden tool,False
macadamia,garden tool,macadamia nuts are a type of,garden tool,False
footbath,garden tool,footbaths are a type of,garden tool,False
razor blade,garden tool,razor blades are a type of,garden tool,False
seahorse,garden tool,seahorses are a type of,garden tool,False
bagpipe,garden tool,bagpipes are a type of,garden tool,False
keg,garden tool,kegs are a type of,garden tool,False
gavel,garden tool,gavels are a type of,garden tool,False
crouton,garden tool,croutons are a type of,garden tool,False
scorpion,garden tool,scorpions are a type of,garden tool,False
pita,garden tool,pita is a type of,garden tool,False
pepperoni,garden tool,pepperonis are a type of,garden tool,False
lipstick,garden tool,lipsticks are a type of,garden tool,False
kaleidoscope,garden tool,kaleidoscopes are a type of,garden tool,False
milkshake,garden tool,milkshakes are a type of,garden tool,False
trombone,garden tool,trombones are a type of,garden tool,False
buggy,garden tool,buggies are a type of,garden tool,False
pot,garden tool,pots are a type of,garden tool,False
iguana,garden tool,iguanas are a type of,garden tool,False
charger,garden tool,chargers are a type of,garden tool,False
egg roll,garden tool,egg rolls are a type of,garden tool,False
grapevine,garden tool,grapevines are a type of,garden tool,False
hairdryer,garden tool,hairdryers are a type of,garden tool,False
cake mix,garden tool,cake mixes are a type of,garden tool,False
rake,garden tool,rakes are a type of,garden tool,True
cane,garden tool,canes are a type of,garden tool,False
needle,garden tool,needles are a type of,garden tool,False
undershirt,garden tool,undershirts are a type of,garden tool,False
trunk,garden tool,trunks are a type of,garden tool,False
dip,garden tool,dip is a type of,garden tool,False
face mask,garden tool,face masks are a type of,garden tool,False
eyedropper,garden tool,eyedroppers are a type of,garden tool,False
steamroller,garden tool,steamrollers are a type of,garden tool,False
chalkboard,garden tool,chalkboards are a type of,garden tool,False
screwdriver,garden tool,screwdrivers are a type of,garden tool,False
light switch,garden tool,light switches are a type of,garden tool,False
mosquito,garden tool,mosquitoes are a type of,garden tool,False
beaker,garden tool,beakers are a type of,garden tool,False
bank,garden tool,banks are a type of,garden tool,False
leech,garden tool,leeches are a type of,garden tool,False
ferry,garden tool,ferries are a type of,garden tool,False
bag,garden tool,bags are a type of,garden tool,False
shower cap,garden tool,shower caps are a type of,garden tool,False
trolley,garden tool,trolleys are a type of,garden tool,False
boxer shorts,garden tool,boxer shorts are a type of,garden tool,False
leggings,garden tool,leggings are a type of,garden tool,False
lighter,garden tool,a lighter is a type of,garden tool,False
steak,garden tool,steaks are a type of,garden tool,False
hoodie,garden tool,hoodies are a type of,garden tool,False
tugboat,garden tool,tugboats are a type of,garden tool,False
triangle,garden tool,triangles are a type of,garden tool,False
weather vane,garden tool,weather vanes are a type of,garden tool,False
knot,garden tool,knots are a type of,garden tool,False
bunkbed,garden tool,bunkbeds are a type of,garden tool,False
fishnet stockings,garden tool,fishnet stockings are a type of,garden tool,False
amplifier,garden tool,amplifiers are a type of,garden tool,False
pretzel,garden tool,pretzels are a type of,garden tool,False
sledgehammer,garden tool,sledgehammers are a type of,garden tool,False
jersey,garden tool,jerseys are a type of,garden tool,False
recorder,garden tool,recorders are a type of,garden tool,False
television,garden tool,televisions are a type of,garden tool,False
bowtie,garden tool,bowties are a type of,garden tool,False
dice,garden tool,dices are a type of,garden tool,False
ship,garden tool,ships are a type of,garden tool,False
cage,garden tool,cages are a type of,garden tool,False
moss,garden tool,mosses are a type of,garden tool,False
tweezers,garden tool,tweezers are a type of,garden tool,False
trashcan,garden tool,trashcans are a type of,garden tool,False
couch,garden tool,couches are a type of,garden tool,False
landmine,garden tool,landmines are a type of,garden tool,False
slug,garden tool,slugs are a type of,garden tool,False
machine gun,garden tool,machine guns are a type of,garden tool,False
coffee,garden tool,coffee is a type of,garden tool,False
fondue,garden tool,fondues are a type of,garden tool,False
van,garden tool,vans are a type of,garden tool,False
skewer,garden tool,skewers are a type of,garden tool,False
skateboard,garden tool,skateboards are a type of,garden tool,False
cheeseburger,garden tool,cheeseburgers are a type of,garden tool,False
easter egg,garden tool,easter eggs are a type of,garden tool,False
diaper,garden tool,diapers are a type of,garden tool,False
stool,garden tool,stools are a type of,garden tool,False
keyboard,garden tool,keyboards are a type of,garden tool,False
trowel,garden tool,trowels are a type of,garden tool,True
ticktacktoe,garden tool,tick-tack-toe is a type of,garden tool,False
marijuana,garden tool,marijuana is a type of,garden tool,False
scraper,garden tool,scrapers are a type of,garden tool,False
cufflink,garden tool,cufflinks are a type of,garden tool,False
slicer,garden tool,slicers are a type of,garden tool,False
staple gun,garden tool,staple guns are a type of,garden tool,False
rice,garden tool,rice is a type of,garden tool,False
gourd,garden tool,gourds are a type of,garden tool,False
bumper,garden tool,bumpers are a type of,garden tool,False
bazooka,garden tool,bazookas are a type of,garden tool,False
burrito,garden tool,burritos are a type of,garden tool,False
centrifuge,garden tool,centrifuges are a type of,garden tool,False
boat,garden tool,boats are a type of,garden tool,False
