conclusion_,premise_,conclusion,premise,is_hyper,sim,prompt,label,position,score
pitchfork,weapon,pitchforks,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that pitchforks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7348945736885071
goldfish,electronic device,goldfish,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that goldfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.11612019687891006
pig,mammal,pigs,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that pigs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9142141342163086
cornbread,musical instrument,cornbread,musical instruments,no,low,"Answer the question. Given that musical instruments are daxable, is it true that cornbread is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.10870371758937836
hook,tool,hooks,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that hooks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((14, 14), (24, 24))",0.7758458256721497
starfish,animal,starfish,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that starfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7257170677185059
breakfast,food,breakfasts,food,yes,high,"Answer the question. Given that food is daxable, is it true that breakfasts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7916712164878845
coat,clothing,coats,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that coats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8626186847686768
snowplow,water vehicle,snowplows,water vehicles,no,high,"Answer the question. Given that water vehicles are daxable, is it true that snowplows are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.8426011800765991
sombrero,accessory,sombreros,accessories,yes,low,"Answer the question. Given that accessories are daxable, is it true that sombreros are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7232924699783325
cockatoo,electronic device,cockatoos,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that cockatoos are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.1159534901380539
squirt gun,toy,squirt guns,toys,yes,low,"Answer the question. Given that toys are daxable, is it true that squirt guns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.5364803075790405
star fruit,fruit,star fruits,fruits,yes,high,"Answer the question. Given that fruits are daxable, is it true that star fruits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8775597214698792
shopping cart,container,shopping carts,containers,yes,high,"Answer the question. Given that containers are daxable, is it true that shopping carts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7427135705947876
ratchet,livestock,ratchets,livestocks,no,low,"Answer the question. Given that livestocks are daxable, is it true that ratchets are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 12), (22, 24))",0.09456591308116913
projector,electronic device,projectors,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that projectors are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.7866317629814148
armor,clothing,armor,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that armor is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((14, 14), (24, 24))",0.5916329026222229
pasta,tool,pasta,tools,no,high,"Answer the question. Given that tools are daxable, is it true that pasta is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.10538186132907867
pen,school supply,pens,school supplies,yes,high,"Answer the question. Given that school supplies are daxable, is it true that pens are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7342818379402161
poster,home decor,posters,home decor,yes,low,"Answer the question. Given that home decor is daxable, is it true that posters are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.37087973952293396
pear,fruit,pears,fruits,yes,high,"Answer the question. Given that fruits are daxable, is it true that pears are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8837827444076538
ink,toiletry,ink,toiletries,no,high,"Answer the question. Given that toiletries are daxable, is it true that ink is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 14), (24, 24))",0.6225398778915405
ottoman,animal,ottoman,animals,no,low,"Answer the question. Given that animals are daxable, is it true that an ottoman is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (23, 24))",0.12264370918273926
pistachio,food,pistachios,food,yes,high,"Answer the question. Given that food is daxable, is it true that pistachios are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.798283040523529
peeler,food,peelers,food,no,high,"Answer the question. Given that food is daxable, is it true that peelers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.3728971779346466
trowel,kitchen tool,trowels,kitchen tools,no,high,"Answer the question. Given that kitchen tools are daxable, is it true that trowels are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.7597857117652893
swimsuit,clothing,swimsuits,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that swimsuits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8003395795822144
mouse,electronic device,mice,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that mice are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.7379463315010071
dalmatian,animal,dalmatians,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that dalmatians are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8788468241691589
blender,food,blenders,food,no,high,"Answer the question. Given that food is daxable, is it true that blenders are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.5590407252311707
blender,drink,blenders,drinks,no,high,"Answer the question. Given that drinks are daxable, is it true that blenders are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.9135478734970093
sardine,sea animal,sardines,sea animals,yes,high,"Answer the question. Given that sea animals are daxable, is it true that sardines are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8377072215080261
palm tree,animal,palm trees,animals,no,high,"Answer the question. Given that animals are daxable, is it true that palm trees are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.45088979601860046
goat,mammal,goats,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that goats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9190235733985901
coyote,jewelry,coyotes,jewelry,no,low,"Answer the question. Given that jewelry is daxable, is it true that coyotes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.09505786001682281
microwave,kitchen equipment,microwaves,kitchen equipment,yes,high,"Answer the question. Given that kitchen equipment is daxable, is it true that microwaves are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.888939619064331
lab coat,food,lab coats,food,no,low,"Answer the question. Given that food is daxable, is it true that lab coats are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.14588288962841034
cobra,toiletry,cobras,toiletries,no,low,"Answer the question. Given that toiletries are daxable, is it true that cobras are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.1349138766527176
blowfish,seafood,blowfish,seafood,yes,high,"Answer the question. Given that seafood is daxable, is it true that blowfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.6653074622154236
swan,electronic device,swans,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that swans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.12068724632263184
birdbath,home decor,birdbaths,home decor,yes,low,"Answer the question. Given that home decor is daxable, is it true that birdbaths are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.5012680292129517
burrito,food,burritos,food,yes,high,"Answer the question. Given that food is daxable, is it true that burritos are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8005331158638
duster,tool,dusters,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that dusters are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.48338839411735535
shears,garden tool,shears,garden tools,yes,high,"Answer the question. Given that garden tools are daxable, is it true that shears are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9041295647621155
dog,mammal,dogs,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that dogs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.9165910482406616
chive,food,chives,food,yes,high,"Answer the question. Given that food is daxable, is it true that chives are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7686647176742554
stiletto,footwear,stilettoes,footwear,yes,high,"Answer the question. Given that footwear is daxable, is it true that stilettoes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.9379103779792786
yo-yo,toy,yo-yos,toys,yes,high,"Answer the question. Given that toys are daxable, is it true that yo-yos are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8564413189888
ice cream,food,ice creams,food,yes,high,"Answer the question. Given that food is daxable, is it true that ice creams are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7634308338165283
chipmunk,bird,chipmunks,birds,no,high,"Answer the question. Given that birds are daxable, is it true that chipmunks are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.8806976079940796
shawl,accessory,shawls,accessories,yes,high,"Answer the question. Given that accessories are daxable, is it true that shawls are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8146149516105652
stethoscope,mammal,stethoscopes,mammals,no,low,"Answer the question. Given that mammals are daxable, is it true that stethoscopes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((9, 10), (20, 24))",0.10114986449480057
baklava,water vehicle,baklavas,water vehicles,no,low,"Answer the question. Given that water vehicles are daxable, is it true that baklavas are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 11), (21, 24))",0.10051635652780533
funnel,tool,funnels,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that funnels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.6008502244949341
blowgun,weapon,blowguns,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that blowguns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6196655631065369
juicer,kitchen equipment,juicers,kitchen equipment,yes,high,"Answer the question. Given that kitchen equipment is daxable, is it true that juicers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.793254017829895
dragonfly,animal,dragonflies,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that dragonflies are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7843248248100281
boot,footwear,boots,footwear,yes,high,"Answer the question. Given that footwear is daxable, is it true that boots are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.9209309220314026
valve,animal,valves,animals,no,low,"Answer the question. Given that animals are daxable, is it true that valves are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.11685584485530853
hat,headwear,hats,headwear,yes,high,"Answer the question. Given that headwear is daxable, is it true that hats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8550854325294495
bolt,fastener,bolts,fasteners,yes,high,"Answer the question. Given that fasteners are daxable, is it true that bolts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.7004124522209167
lemon,food,lemons,food,yes,high,"Answer the question. Given that food is daxable, is it true that lemons are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7796264290809631
nail polish,toiletry,nail polish,toiletries,yes,high,"Answer the question. Given that toiletries are daxable, is it true that nail polish is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7889260053634644
marshmallow,candy,marshmallows,candy,yes,low,"Answer the question. Given that candy is daxable, is it true that marshmallows are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 10), (20, 24))",0.7396431565284729
sled,food,sleds,food,no,low,"Answer the question. Given that food is daxable, is it true that sleds are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.1527189165353775
sweet potato,animal,sweet potatoes,animals,no,high,"Answer the question. Given that animals are daxable, is it true that sweet potatoes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.4038395881652832
bow,clothing,bow,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that a bow is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (24, 24))",0.74148029088974
hawk,mammal,hawks,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that hawks are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.8854265213012695
marker,tool,markers,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that markers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.5110505819320679
octopus,animal,octopus,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that an octopus is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (22, 24))",0.8276046514511108
melon,fruit,melons,fruits,yes,high,"Answer the question. Given that fruits are daxable, is it true that melons are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.9082476496696472
bracket,livestock,brackets,livestocks,no,high,"Answer the question. Given that livestocks are daxable, is it true that brackets are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 12), (22, 24))",0.09530790150165558
